sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
166,2022-02-10,814,18,139,402,39,10077.22,18
167,2022-02-10,836,93,110,403,942,158479.52,4
168,2022-02-10,86,53,34,402,598,29114.64,9
169,2022-02-11,452,6,30,400,933,11702.06,16
170,2022-02-11,385,68,44,402,323,89779.66,14
171,2022-02-11,786,5,112,403,522,254943.91,10
172,2022-02-11,414,99,46,403,815,288090.05,7
173,2022-02-11,704,22,18,400,852,125441.79,15
174,2022-02-11,986,48,189,403,394,22186.36,2
175,2022-02-12,613,20,163,401,443,174114.91,14
176,2022-02-13,780,97,19,403,422,305231.17,10
177,2022-02-13,230,49,99,401,679,26273.22,13
178,2022-02-13,487,17,29,400,569,56127.35,14
179,2022-02-13,614,26,172,400,512,115009.59,9
180,2022-02-13,687,37,185,402,871,59882.96,17
181,2022-02-13,582,24,62,402,319,126290.38,17
182,2022-02-14,880,66,95,400,486,47121.33,19
183,2022-02-14,201,32,103,400,575,49778.29,2
184,2022-02-14,231,90,3,402,628,67144.81,2
185,2022-02-14,156,38,111,403,549,151496.11,11
186,2022-02-15,479,63,127,403,766,201348.84,16
187,2022-02-15,613,47,196,403,90,257750.68,10
188,2022-02-15,458,7,72,400,992,62730.66,20
189,2022-02-15,638,79,164,400,138,34461.82,20
190,2022-02-15,784,1,33,403,578,218991.25,5
191,2022-02-15,319,19,134,401,454,33713.95,7
192,2022-02-15,721,88,147,400,98,16761.95,8
193,2022-02-15,286,59,32,402,536,131317.71,12
194,2022-02-16,940,96,54,401,212,88882.22,11
195,2022-02-16,928,52,153,401,19,11728.11,7
196,2022-02-16,906,11,140,400,452,125285.47,14
197,2022-02-16,642,22,184,400,117,137065.92,19
198,2022-02-16,719,71,66,401,64,14598.14,16
199,2022-02-17,87,61,9,402,367,91701.31,10
200,2022-02-17,319,19,161,402,593,49626.85,17
201,2022-02-17,355,19,143,403,464,110297.46,16
202,2022-02-17,955,77,176,400,637,83497.59,1
203,2022-02-17,664,22,129,402,101,183335.4,13
204,2022-02-18,815,7,127,401,968,105411.56,6
205,2022-02-18,690,91,178,400,783,31765.78,18
206,2022-02-19,813,93,97,400,77,75702.81,18
207,2022-02-19,148,74,13,402,794,51660.16,15
208,2022-02-19,744,93,48,400,180,46417.9,9
209,2022-02-19,823,22,200,403,15,93657.63,1
210,2022-02-19,570,56,4,402,973,55190.6,16
211,2022-02-19,1000,15,188,400,287,115751.87,1
212,2022-02-20,247,88,151,403,584,316090.45,8
213,2022-02-20,23,21,148,402,674,123631.33,18
214,2022-02-20,713,58,18,400,649,48273.95,16
215,2022-02-20,212,41,131,400,771,18930.65,14
216,2022-02-21,851,51,177,401,432,150853.62,5
217,2022-02-21,877,100,53,401,750,71467.31,17
218,2022-02-22,276,64,95,400,749,159688.67,17
219,2022-02-22,959,2,183,403,403,187549.27,19
220,2022-02-22,926,34,126,401,418,46682.15,14
221,2022-02-22,629,25,68,403,131,115576.94,8
222,2022-02-22,534,3,24,401,62,44733.51,20
223,2022-02-22,346,3,7,400,650,177329.92,15
224,2022-02-23,845,48,19,403,506,23389.46,12
225,2022-02-23,990,43,96,400,969,182936.7,8
226,2022-02-24,76,61,18,403,805,137596.29,14
227,2022-02-24,485,25,139,401,585,147487.42,18
228,2022-02-25,844,61,79,403,819,159047.58,18
229,2022-02-26,295,97,32,402,859,56911.04,16
230,2022-02-26,602,10,42,403,150,279268.96,14
231,2022-02-26,950,63,9,400,212,166077.04,11
232,2022-02-26,177,35,57,403,321,106889.38,9
233,2022-02-26,417,53,197,402,111,104549.25,14
234,2022-02-27,910,14,179,403,94,169472.56,1
235,2022-02-27,36,92,96,400,98,55521.85,2
236,2022-02-27,184,14,160,401,284,131294.91,18
237,2022-02-27,742,6,179,403,967,174016.75,9
238,2022-02-27,225,49,112,401,81,59119.04,1
239,2022-03-01,337,42,4,400,485,107859.16,18
240,2022-03-01,301,22,173,400,825,170863.38,12
241,2022-03-01,250,10,143,401,10,136131.49,17
242,2022-03-01,611,90,45,402,616,35259.47,12
243,2022-03-02,691,52,117,402,816,91097.9,12
244,2022-03-02,127,98,132,402,445,192116.71,16
245,2022-03-03,534,75,49,402,726,177503.45,17
246,2022-03-03,215,74,105,402,9,172766.66,17
247,2022-03-04,438,100,56,400,731,35692.6,17
248,2022-03-04,960,63,54,403,322,329823.26,3
249,2022-03-04,7,63,112,403,235,175286.6,11
250,2022-03-04,572,73,160,401,636,9070.69,10
251,2022-03-04,918,31,115,402,567,118737.98,4
252,2022-03-04,746,73,124,402,933,130960.17,8
253,2022-03-04,334,81,86,401,171,24023.11,13
254,2022-03-05,373,70,106,401,223,135617.64,7
255,2022-03-05,403,98,158,402,530,129954.8,3
256,2022-03-05,763,21,1,402,911,210372.07,9
257,2022-03-05,394,20,178,400,545,122316.11,12
258,2022-03-05,452,80,9,400,682,183737.83,4
259,2022-03-05,708,60,121,401,370,114960.51,3
260,2022-03-06,840,82,120,401,59,157284.57,6
261,2022-03-06,981,25,168,401,585,119779.41,19
262,2022-03-06,500,85,27,401,227,160438.16,17
263,2022-03-06,14,60,50,402,669,104571.58,7
264,2022-03-07,749,30,35,400,222,55873.56,2
265,2022-03-07,923,45,57,401,948,68898.28,14
266,2022-03-08,412,6,42,402,575,141618.48,9
267,2022-03-08,845,40,45,403,624,97600.5,15
268,2022-03-08,487,59,86,400,890,74413.41,17
269,2022-03-08,314,81,48,400,362,188524.17,20
270,2022-03-08,544,78,153,403,151,318963.98,18
271,2022-03-08,410,77,124,401,988,73593.2,16
272,2022-03-08,3,63,63,402,191,95097.53,9
273,2022-03-08,96,52,167,402,438,48867.13,7
274,2022-03-08,610,44,188,401,46,140418.63,18
275,2022-03-09,268,17,169,400,340,28913.66,10
276,2022-03-09,68,60,194,403,336,221597.5,14
277,2022-03-09,842,16,107,403,887,176723.25,19
278,2022-03-09,266,91,19,400,766,20337.05,9
279,2022-03-09,59,64,3,401,607,83319.41,3
280,2022-03-10,103,44,189,401,738,139497.47,20
281,2022-03-11,375,66,122,402,755,149193.2,12
282,2022-03-12,860,3,119,401,104,145928.41,15
283,2022-03-12,433,70,26,401,799,10576.65,9
284,2022-03-12,379,64,6,403,739,231721.71,7
285,2022-03-12,759,77,70,400,324,60542.66,4
286,2022-03-12,540,65,173,402,290,9295.16,2
287,2022-03-12,216,90,124,401,510,41952.1,11
288,2022-03-12,175,15,35,403,702,305698.96,16
289,2022-03-13,536,85,166,403,77,330925.87,18
290,2022-03-13,243,86,136,403,868,158680.04,9
291,2022-03-13,3,51,196,400,810,101920.2,2
292,2022-03-14,840,96,155,400,965,93246.13,19
293,2022-03-15,332,15,182,400,266,161114.85,18
294,2022-03-15,257,96,151,403,773,23522.98,19
295,2022-03-15,308,81,190,400,263,43643.93,11
296,2022-03-15,784,63,155,400,75,121065.79,4
297,2022-03-15,922,64,199,401,203,81902.07,3
298,2022-03-15,461,59,69,401,154,53378.97,14
299,2022-03-15,615,64,170,402,268,73088.42,15
300,2022-03-15,698,88,65,402,648,117218.53,6
301,2022-03-16,412,8,72,402,640,193591.51,13
302,2022-03-16,823,30,183,401,89,117724.24,16
303,2022-03-16,850,4,137,400,645,155820.47,4
304,2022-03-16,632,88,12,400,855,21255.43,19
305,2022-03-16,655,96,53,400,259,163283.31,19
306,2022-03-17,985,53,70,403,507,201382.34,13
307,2022-03-17,257,42,59,401,389,47993.18,11
308,2022-03-18,143,4,153,400,578,31765.78,9
309,2022-03-18,657,22,176,400,14,87072.69,3
310,2022-03-18,923,34,5,401,58,152749.22,9
311,2022-03-18,182,10,138,402,3,135630.2,16
312,2022-03-18,697,44,21,403,43,284347.7,16
313,2022-03-19,198,45,160,400,717,131693.38,5
314,2022-03-19,291,10,140,401,830,90334.92,12
315,2022-03-19,434,25,28,400,833,5294.37,8
316,2022-03-19,628,20,192,401,871,74000.75,6
317,2022-03-19,468,20,27,403,999,88411.87,4
318,2022-03-19,694,37,197,402,799,107655.15,13
319,2022-03-20,438,13,62,402,536,124659.26,13
320,2022-03-20,478,39,74,402,472,202864.34,7
321,2022-03-20,733,91,162,403,786,139835.0,12
322,2022-03-20,887,30,52,403,151,242380.48,3
323,2022-03-20,765,31,72,401,150,28363.75,20
324,2022-03-20,530,86,195,403,679,251569.33,5
325,2022-03-21,181,74,11,403,813,259722.11,3
326,2022-03-21,424,77,169,402,394,217231.73,6
327,2022-03-21,162,53,133,400,590,186160.31,9
328,2022-03-21,762,61,89,402,991,8892.97,1
329,2022-03-21,869,38,58,400,877,135463.88,7
330,2022-03-21,981,10,186,402,852,209657.01,16
331,2022-03-22,511,13,19,403,666,201181.82,18
332,2022-03-22,996,66,121,401,73,158630.96,6
333,2022-03-22,419,41,186,403,944,144612.96,2
334,2022-03-22,164,16,83,402,805,50386.58,11
335,2022-03-22,334,68,171,401,250,163183.98,10
336,2022-03-23,107,99,113,402,983,30902.31,15
337,2022-03-23,122,12,90,403,189,39060.2,14
338,2022-03-23,694,79,54,401,743,86898.0,1
339,2022-03-23,567,14,159,403,801,43671.38,20
340,2022-03-24,656,35,71,400,478,85099.63,4
341,2022-03-24,267,80,121,402,139,141663.14,5
342,2022-03-24,899,5,159,401,502,150676.37,12
343,2022-03-25,873,76,57,401,117,176506.68,11
344,2022-03-25,2,63,170,402,34,178866.59,4
345,2022-03-25,969,44,15,403,816,126369.23,13
346,2022-03-25,974,22,77,402,832,208763.29,17
347,2022-03-25,60,98,6,401,382,62449.66,12
348,2022-03-26,882,79,40,402,340,12244.75,1
349,2022-03-26,803,40,151,401,262,12153.33,16
350,2022-03-27,372,44,12,401,164,11196.58,3
351,2022-03-27,345,87,95,402,783,110246.98,3
352,2022-03-28,739,17,33,401,837,37788.72,7
353,2022-03-28,695,80,85,402,290,14501.38,4
354,2022-03-28,207,99,157,403,508,264800.85,8
355,2022-03-28,400,28,191,401,742,92035.82,11
356,2022-03-28,389,36,110,402,935,197702.79,14
357,2022-03-29,812,28,134,401,28,108122.02,17
358,2022-03-29,235,42,95,400,383,76796.81,8
359,2022-04-01,636,66,192,400,168,113739.73,20
360,2022-04-01,322,55,156,400,836,124601.81,7
361,2022-04-01,807,73,133,400,820,40009.98,5
362,2022-04-01,433,12,59,400,146,84650.21,9
363,2022-04-02,803,87,11,402,626,63748.37,10
364,2022-04-02,290,47,140,400,47,106081.5,8
365,2022-04-02,810,4,95,401,249,75860.76,16
366,2022-04-02,41,31,28,400,461,64567.18,19
367,2022-04-03,325,48,159,402,563,90785.03,1
368,2022-04-03,44,47,178,400,152,103053.28,3
369,2022-04-03,142,25,50,400,900,161036.69,9
370,2022-04-03,772,4,104,403,184,147653.74,1
371,2022-04-03,279,50,34,402,917,192362.59,1
372,2022-04-04,862,4,199,402,726,185636.92,19
373,2022-04-04,309,64,16,400,29,40185.84,19
374,2022-04-04,136,22,178,403,272,226007.92,3
375,2022-04-05,90,88,59,400,12,106823.78,1
376,2022-04-05,496,16,149,402,445,172118.59,19
377,2022-04-05,552,3,124,401,572,157709.79,6
378,2022-04-06,264,43,189,402,262,164454.54,18
379,2022-04-06,224,70,67,401,654,14208.51,7
380,2022-04-07,329,78,50,402,945,51615.5,3
381,2022-04-07,526,68,174,400,172,67634.24,2
382,2022-04-07,267,55,76,401,507,96305.28,14
383,2022-04-08,676,45,74,402,514,67368.13,3
384,2022-04-08,188,75,4,402,324,5787.29,6
385,2022-04-08,590,10,166,400,611,63883.28,6
386,2022-04-08,112,99,86,401,544,25174.8,5
387,2022-04-08,405,44,23,402,473,191312.32,18
388,2022-04-08,438,12,5,403,12,164427.09,16
389,2022-04-09,481,5,99,403,282,225072.34,20
390,2022-04-09,967,80,149,403,772,83566.91,18
391,2022-04-09,131,75,122,401,318,146725.59,16
392,2022-04-09,964,43,153,403,836,300820.51,9
393,2022-04-09,643,58,108,401,595,116360.17,8
394,2022-04-10,187,60,156,403,239,8854.59,12
395,2022-04-10,554,55,169,403,409,168403.45,18
396,2022-04-10,945,81,123,402,301,51146.31,1
397,2022-04-10,248,30,39,402,760,174554.09,19
398,2022-04-10,896,60,199,401,615,125501.57,17
399,2022-04-10,976,60,11,401,549,81813.44,12
400,2022-04-10,581,97,109,402,533,88304.87,10
401,2022-04-10,624,66,25,401,567,61386.6,17
402,2022-04-11,241,29,16,403,382,241244.6,1
403,2022-04-11,685,87,97,403,968,273922.71,10
404,2022-04-11,116,100,119,401,606,150020.85,13
405,2022-04-12,384,20,37,401,118,156700.0,13
406,2022-04-12,675,3,22,402,460,176989.6,9
407,2022-04-12,310,100,63,403,620,232824.31,12
408,2022-04-12,955,99,47,402,367,60955.33,20
409,2022-04-12,651,90,34,400,504,133451.74,8
410,2022-04-12,539,46,6,400,756,174868.36,4
411,2022-04-12,247,95,147,400,217,176294.54,14
412,2022-04-13,627,26,58,401,939,117529.3,19
413,2022-04-13,550,12,70,401,913,6271.6,13
414,2022-04-14,741,93,167,401,555,52564.12,6
415,2022-04-14,291,18,164,400,184,74022.62,17
416,2022-04-14,320,70,103,400,355,13948.91,5
417,2022-04-14,812,16,105,402,120,142087.66,18
418,2022-04-15,4,21,189,403,570,294872.94,1
419,2022-04-15,596,11,101,403,858,254910.65,4
420,2022-04-15,458,52,164,400,844,179850.09,8
421,2022-04-15,307,53,124,402,309,37806.63,13
422,2022-04-16,748,75,198,402,516,65580.69,17
423,2022-04-16,19,87,149,400,842,163967.2,5
424,2022-04-16,916,56,44,400,128,75605.11,11
425,2022-04-17,467,95,200,400,278,132631.06,3
426,2022-04-17,232,13,90,402,937,67770.32,18
427,2022-04-18,227,51,57,403,261,112536.17,9
428,2022-04-18,854,55,24,403,30,83600.18,16
429,2022-04-18,504,67,156,401,984,132039.05,16
430,2022-04-18,665,55,89,402,96,138445.57,20
431,2022-04-19,181,26,24,403,70,60812.27,5
432,2022-04-19,660,17,59,401,486,56054.08,13
433,2022-04-20,413,15,49,402,126,160186.7,19
434,2022-04-20,315,64,40,400,153,175630.18,20
435,2022-04-20,245,19,69,403,698,291865.66,12
436,2022-04-21,461,12,191,401,720,109929.22,1
437,2022-04-21,15,3,42,403,511,62850.46,15
438,2022-04-22,604,46,5,401,661,139727.76,19
439,2022-04-22,69,56,122,401,42,28310.48,12
440,2022-04-22,330,18,195,401,997,94055.4,3
441,2022-04-22,51,8,83,401,100,66028.25,13
442,2022-04-22,285,94,9,402,648,118179.24,9
443,2022-04-23,304,77,157,403,178,223635.69,12
444,2022-04-23,605,45,38,403,785,128106.89,6
445,2022-04-24,157,7,10,403,952,106622.1,17
446,2022-04-24,90,40,63,403,327,175754.4,2
447,2022-04-24,859,62,51,401,676,25139.21,12
448,2022-04-24,814,88,43,403,453,31876.28,9
449,2022-04-24,331,32,181,402,575,106202.69,17
450,2022-04-25,213,69,30,403,820,93757.89,6
451,2022-04-25,852,3,146,401,919,168463.47,16
452,2022-04-25,18,28,183,402,286,164610.86,3
453,2022-04-26,697,23,102,400,362,162052.53,11
454,2022-04-26,705,72,81,401,987,122862.06,7
455,2022-04-26,132,23,59,400,848,183796.45,8
456,2022-04-27,123,17,109,403,140,5011.98,14
457,2022-04-27,757,55,63,400,643,170082.02,9
458,2022-04-27,5,88,185,403,749,170441.65,3
459,2022-04-27,222,40,29,401,81,150233.47,5
460,2022-04-27,913,36,37,401,735,75683.74,9
461,2022-04-27,401,1,155,402,370,67993.87,5
462,2022-04-27,665,41,89,402,464,26187.61,7
463,2022-04-29,597,21,82,403,830,191425.14,4
464,2022-04-29,38,81,116,400,614,183014.86,17
465,2022-04-29,389,64,100,400,835,70877.16,5
466,2022-04-29,816,66,28,402,225,157349.0,13
467,2022-04-29,442,99,76,400,454,105788.4,15
468,2022-04-29,600,5,93,401,917,155512.95,11
469,2022-05-01,727,79,20,403,757,266839.04,13
470,2022-05-01,313,73,11,400,974,156152.65,14
471,2022-05-01,823,72,167,402,647,139786.38,14
472,2022-05-01,514,6,126,401,870,98555.39,16
473,2022-05-01,146,31,98,400,268,140289.3,5
474,2022-05-01,495,66,7,400,110,18207.67,14
475,2022-05-01,77,36,121,401,139,19009.5,2
476,2022-05-02,464,19,166,401,809,147948.23,8
477,2022-05-02,542,86,188,401,790,121497.76,13
478,2022-05-02,22,3,141,402,186,148143.16,8
479,2022-05-02,952,14,35,402,691,114246.6,18
480,2022-05-02,57,19,106,401,520,6891.53,19
481,2022-05-02,890,80,135,403,812,128674.94,2
482,2022-05-02,884,1,20,400,274,14788.89,18
483,2022-05-02,630,84,199,403,984,187014.71,13
484,2022-05-02,251,26,130,403,673,77719.37,19
485,2022-05-02,392,78,116,400,730,73905.38,11
486,2022-05-03,749,88,125,401,885,23899.12,4
487,2022-05-03,89,76,19,400,410,170218.8,9
488,2022-05-03,321,58,114,401,712,17308.84,2
489,2022-05-03,479,98,181,403,94,270548.13,15
490,2022-05-04,650,47,107,403,193,86707.71,5
491,2022-05-04,92,37,112,400,994,98716.36,5
492,2022-05-04,366,17,190,403,477,163658.75,15
493,2022-05-04,480,44,169,403,360,221330.22,7
494,2022-05-04,599,35,39,402,749,124971.9,13
495,2022-05-04,226,2,117,400,236,169339.5,4
496,2022-05-04,303,25,44,402,492,24243.63,15
497,2022-05-05,582,91,186,401,198,60040.21,17
498,2022-05-05,327,95,102,400,497,117197.59,4
499,2022-05-05,26,71,196,401,482,103214.72,11
500,2022-05-05,420,82,131,400,264,154921.87,6
501,2022-05-05,13,62,152,402,125,26098.29,5
502,2022-05-06,397,55,26,400,230,65622.1,10
503,2022-05-06,994,13,167,401,187,115492.04,4
504,2022-05-06,402,81,151,403,883,123863.25,11
505,2022-05-06,969,19,145,400,647,132240.5,16
506,2022-05-07,788,46,63,402,571,65200.83,15
507,2022-05-07,947,89,188,401,663,36017.1,15
508,2022-05-07,122,59,163,403,426,127472.07,14
509,2022-05-07,524,66,26,400,95,20005.11,3
510,2022-05-07,414,39,139,400,220,172230.94,9
511,2022-05-07,530,43,152,400,526,21040.49,12
512,2022-05-07,523,44,150,400,499,5470.23,14
513,2022-05-07,345,62,51,402,528,69691.98,12
514,2022-05-08,455,78,74,403,880,219358.78,9
515,2022-05-08,177,56,120,400,979,72205.64,18
516,2022-05-08,319,25,180,401,925,8698.73,4
517,2022-05-08,258,58,54,400,259,111297.71,20
518,2022-05-08,625,81,107,401,645,164725.3,8
519,2022-05-08,37,79,177,402,834,10814.62,5
520,2022-05-08,294,94,128,400,184,179302.98,11
521,2022-05-09,529,89,24,403,436,28301.18,7
522,2022-05-09,799,53,27,403,840,89313.96,11
523,2022-05-09,990,46,44,403,860,126202.21,2
524,2022-05-09,111,14,167,402,414,19528.94,4
525,2022-05-09,864,88,101,402,482,63458.06,7
526,2022-05-10,581,85,181,401,235,162581.73,6
527,2022-05-10,598,9,129,400,526,64449.94,11
528,2022-05-10,237,100,61,400,885,133979.08,5
529,2022-05-10,782,82,142,403,383,182804.57,3
530,2022-05-11,213,63,67,403,191,96063.36,1
531,2022-05-11,936,19,110,401,515,69483.09,12
532,2022-05-11,895,70,135,400,201,27350.7,7
533,2022-05-11,46,6,95,400,468,150370.01,2
534,2022-05-11,80,95,14,400,691,174204.0,4
535,2022-05-11,702,2,194,401,746,37239.51,18
